Time,Buy Price,Sell Price,Quantity,Pair Profit,Cumulative Income,Portfolio Value,Balance,Crypto Holdings,session
2024-08-22 00:45:47,59593.7,59773.7,0.001,0.06063259999999815,2.0084575799999556,-1.5275609200000417,-419.94955092000004,0.007,simu1
2024-08-22 00:48:23,59773.7,59953.7,0.001,0.06027259999999757,2.068730179999953,-0.4974646200000734,-360.23562462000007,0.006,simu1
2024-08-22 01:21:22,59773.7,59953.7,0.001,0.06027259999999757,2.1290027799999507,-0.3762320200000886,-360.1753520200001,0.006,simu1
2024-08-22 02:19:23,59953.7,60133.7,0.001,0.059912599999996985,2.1889153799999477,0.38869427999986783,-300.28160572000013,0.005,simu1
2024-08-22 02:21:02,60133.7,60313.7,0.001,0.0595525999999964,2.248467979999944,0.9174005799998497,-240.20803942000015,0.004,simu1
2024-08-22 02:35:49,60493.7,60673.7,0.001,0.05883259999999524,2.3073005799999393,2.130796879999849,-179.95465312000016,0.003,simu1
2024-08-22 03:03:04,60673.7,60853.7,0.001,0.05847259999999466,2.365773179999934,2.390373179999841,-119.34162682000016,0.002,simu1
2024-08-22 03:07:11,60853.7,61033.7,0.001,0.058112599999994075,2.423885779999928,2.478949479999841,-58.548780520000165,0.001,simu1
2024-08-22 03:34:47,61033.7,61213.7,0.001,0.05775259999999349,2.4816383799999215,2.5412120799998306,-58.67084792000017,0.001,simu1
2024-08-22 03:49:35,61213.7,61393.7,0.001,0.05739259999999291,2.5390309799999145,2.5457509799998235,-120.24836902000017,0.002,simu1
2024-08-22 03:56:29,61393.7,61573.7,0.001,0.05703260000000654,2.596063579999921,2.6614372799998236,-58.91606272000018,0.001,simu1
2024-08-22 04:01:32,61573.7,61753.7,0.001,0.05667260000000596,2.652736179999927,2.7119898799998268,-59.03921012000017,0.001,simu1
2024-08-22 04:07:48,61393.7,61573.7,0.001,0.05703260000000654,2.7097687799999335,2.4885950799998398,-182.25308492000016,0.003,simu1
2024-08-22 04:58:07,61033.7,61213.7,0.001,0.05775259999999349,2.767521379999927,1.549700279999854,-304.56569972000017,0.005,simu1
2024-08-22 05:20:54,61033.7,61213.7,0.001,0.05775259999999349,2.8252739799999205,2.1967028799998616,-304.50794712000015,0.005,simu1
2024-08-22 05:21:03,61213.7,61393.7,0.001,0.05739259999999291,2.8826665799999134,2.226859179999849,-243.35546082000016,0.004,simu1
2024-08-22 05:23:34,61213.7,61393.7,0.001,0.05739259999999291,2.9400591799999063,2.276851779999845,-243.29806822000018,0.004,simu1
2024-08-22 05:31:21,61213.7,61393.7,0.001,0.05739259999999291,2.997451779999899,2.358684379999829,-243.24067562000016,0.004,simu1
2024-08-22 06:10:05,61213.7,61393.7,0.001,0.05739259999999291,3.054844379999892,2.3926769799998624,-243.18328302000015,0.004,simu1
2024-08-22 08:01:41,61033.7,61213.7,0.001,0.05775259999999349,3.1125969799998856,1.8527758799998537,-304.22062412000014,0.005,simu1
2024-08-22 18:40:49,61033.7,61213.7,0.001,0.05775259999999349,3.170349579999879,1.9076284799998575,-304.1628715200001,0.005,simu1
